statement,label
Barclays has headquarters in Japan.,0
AbbVie (ABBV) has headquarters in United States.,1
HCA Healthcare has headquarters in France.,0
Westpac Banking engages in the retail sale of home improvement products..,0
"Moller - Maersk is a medical technology company, which engages in the development, manufacture, distribution, and sale of device-based medical therapies and services..",0
IBM has headquarters in Brazil.,0
Danaher has headquarters in Japan.,0
"JPMorgan Chase is an investment holding company, which engages in the provision of life insurance..",0
Amazon.com has headquarters in Spain.,0
Intesa Sanpaolo has headquarters in Hong Kong.,0
Roche Holding operates in the industry of Banking.,0
Thermo Fisher Scientific operates in the industry of Oil & Gas Operations.,0
Abbott Laboratories operates in the industry of Diversified Financials.,0
Meta Platforms has headquarters in United States.,1
"China Vanke engages in the research, production and distribution of pharmaceutical products..",0
British American Tobacco has headquarters in Canada.,0
Tokio Marine Holdings operates in the industry of Conglomerates.,0
Poly Developments & Holdings Group operates in the industry of construction.,1
Total has headquarters in France.,1
State Bank of India has headquarters in India.,1
Raytheon Technologies has headquarters in United States.,1
Bank of Nova Scotia operates as a research healthcare company..,0
Hitachi operates in the industry of Insurance.,0
Commonwealth Bank of Australia engages in the provision of banking and financial services..,1
Volkswagen Group has headquarters in Germany.,1
"Thermo Fisher Scientific engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics..",1
Industrial and Commercial Bank of China operates in the industry of Trading Companies.,0
Munich Reinsurance has headquarters in Germany.,1
Generali Group has headquarters in Italy.,1
"Sanofi engages in the research, production and distribution of pharmaceutical products..",1
The Home Depot operates in the industry of retailing.,1
"PepsiCo engages in the manufacture, marketing, distribution and sale of beverages, food, and snacks..",1
Exxon Mobil has headquarters in United States.,1
Walt Disney is a diversified international family entertainment and media enterprise..,1
Fubon Financial has headquarters in Brazil.,0
"Anheuser-Busch InBev operates in the industry of food, drink & tobacco.",1
Abbott Laboratories operates in the industry of healthcare equipment & services.,1
China Citic Bank has headquarters in China.,1
Brookfield Asset Management has headquarters in Canada.,1
"Micron Technology engages in providing investment management, risk management, and advisory services for institutional and retail clients worldwide..",0
Costco Wholesale has headquarters in China.,0
HCA Healthcare has headquarters in United States.,1
CITIC has headquarters in Hong Kong.,1
AbbVie (ABBV) operates in the industry of drugs & biotechnology.,1
Procter & Gamble has headquarters in Japan.,0
"ConocoPhillips engages in the design, manufacture, and sale of Internet Protocol based networking products and services related to the communications and information technology industry..",0
Sanofi operates in the industry of United States.,0
Dell Technologies operates in the industry of Aerospace & Defense.,0
China Construction Bank engages in the provision of a wide range of financial services to corporate and personal customers..,1
SoftBank has headquarters in Australia.,0
Accenture operates in the industry of Chemicals.,0
Postal Savings Bank of China has headquarters in United States.,0
"China Life Insurance engages in hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and telecommunications..",0
"Commonwealth Bank of Australia provides property and casualty insurance and reinsurance, utilities and energy, freight rail transportation, finance, manufacturing, retailing, and services..",0
Credit Agricole operates in the industry of Retailing.,0
Goldman Sachs Group operates in the industry of Retailing.,0
Ping An Insurance (Group) Company of China is a holding company that engages in the provision of financial products and services..,0
HSBC Holdings engages in the provision of banking and financial services..,1
"Glencore engages in the production and marketing of metal, mineral, and energy and agricultural commodities..",1
"BP is a holding company, which engages in steelmaking and mining activities..",0
Intel has headquarters in United States.,1
Costco Wholesale has headquarters in United States.,1
Anheuser-Busch InBev has headquarters in Belgium.,1
"Deere & Company engages in the provision of health solutions through its prescription medicines, vaccines, biologic therapies, animal health, and consumer care products..",0
Rosneft has headquarters in Russia.,1
Manulife operates in the industry of insurance.,1
China Shenhua Energy operates in the industry of Semiconductors.,0
Toyota Motor engages in the manufacture and sale of motor vehicles and parts..,1
"American Express engages in the provision of charge and credit card products, and travel-related services..",1
Commonwealth Bank of Australia operates in the industry of Retailing.,0
Target operates in the industry of retailing.,1
Enbridge engages in the manufacture and sale of semiconductor products..,0
China Citic Bank engages in the general trading business..,0
HCA Healthcare operates in the industry of Retailing.,0
Itochu operates in the industry of Diversified Financials.,0
Target has headquarters in Canada.,0
Verizon Communications operates in the industry of telecommunications services.,1
Poly Developments & Holdings Group has headquarters in United States.,0
Caterpillar is a holding company that engages in the management of its subsidiaries that provide financial services..,0
Itochu has headquarters in Switzerland.,0
Chevron operates in the industry of Banking.,0
Intesa Sanpaolo operates in the industry of Banking.,0
UnitedHealth Group operates in the industry of insurance.,1
Oracle has headquarters in Spain.,0
Pfizer operates in the industry of Retailing.,0
Barclays operates in the industry of Retailing.,0
General Motors operates in the industry of Telecommunications Services.,0
Siemens operates in the industry of Telecommunications Services.,0
Johnson & Johnson operates in the industry of drugs & biotechnology.,1
KDDI engages in the telecommunications business..,1
China Citic Bank has headquarters in France.,0
Procter & Gamble operates in the industry of Banking.,0
Walmart operates in the industry of retailing.,1
China Construction Bank is a holding company that engages in the management of its subsidiaries that provide financial services..,0
HSBC Holdings operates in the industry of banking.,1
Reliance Industries operates in the industry of Transportation.,0
"America Movil is a diversified, community-based financial services company..",0
U.S. Bancorp has headquarters in United States.,1
Visa has headquarters in United States.,1
Bank of Communications engages in the manufacture and distribution of motor vehicles and parts..,0
"Nestle operates in the industry of food, drink & tobacco.",1
China Citic Bank operates in the industry of Drugs & Biotechnology.,0
Accenture operates in the industry of it software & services.,1
SAP engages in the provision of enterprise application software and software-related services..,1
Petrobras operates in the industry of Insurance.,0
Mizuho Financial operates in the industry of banking.,1
Toronto-Dominion Bank has headquarters in Canada.,1
MetLife operates in the industry of insurance.,1
Merck & Co. operates in the industry of Retailing.,0
Walgreens operates in the industry of retailing.,1
Rosneft operates in the industry of Banking.,0
Postal Savings Bank of China operates in the industry of banking.,1
Cigna Corporation operates in the industry of insurance.,1
"IBM engages in the design, development and manufacturing of nanotechnology, heat transfer, wireless connectivity and material sciences products..",0
Poly Developments & Holdings Group has headquarters in China.,1
Sberbank has headquarters in United States.,0
Volkswagen Group has headquarters in Australia.,0
Toronto-Dominion Bank engages in the production and sale of passenger cars and light commercial vehicles..,0
SK Hynix engages in the provision of mail and logistics services..,0
BBVA has headquarters in Spain.,1
Anthem operates in the industry of Banking.,0
"Danaher operates as a medical company, which designs, manufactures, and markets professional, medical, industrial and commercial products and services..",1
Airbus Group has headquarters in Denmark.,0
Mitsubishi UFJ Financial Group operates in the industry of banking.,1
"Anthem provides life, hospital and medical insurance plans..",1
Allianz has headquarters in Germany.,1
"Walt Disney is a holding company, which engages in the provision of a portfolio of transportation, e-commerce, and business services..",0
"Comcast is a media, entertainment and communications company that engages in the provision of video, Internet and phone services..",1
Sumitomo Mitsui Financial has headquarters in Japan.,1
Public Joint Stock Company Gazprom has headquarters in Russia.,1
Ping An Insurance (Group) Company of China has headquarters in China.,1
IBM operates in the industry of it software & services.,1
ConocoPhillips has headquarters in Taiwan.,0
"Mercedes-Benz Group engages in the production and distribution of cars, trucks and vans..",1
"Exxon Mobil is a bank and financial holding company, which engages in the provision of banking and nonbank financial services..",0
Bank of Nova Scotia operates in the industry of Oil & Gas Operations.,0
United Parcel Service operates in the industry of Healthcare Equipment & Services.,0
"BASF operates as a holding company, which engages in the manufacture and distribution of alcoholic and non-alcoholic beverages..",0
Zurich Insurance has headquarters in Germany.,0
Microsoft has headquarters in Japan.,0
Santander operates in the industry of Insurance.,0
Postal Savings Bank of China has headquarters in China.,1
"HSBC Holdings is a mining company, which engages in the exploration and mining of precious base metals and ferrous metals..",0
Total operates in the industry of Technology.,0
Roche Holding has headquarters in Switzerland.,1
Shell has headquarters in Brazil.,0
Mitsui has headquarters in Switzerland.,0
Bank of America has headquarters in United States.,1
"Costco Wholesale operates as a financial holding company, which engages in the provision of banking services to individuals, businesses and municipalities..",0
Merck & Co. has headquarters in China.,0
Tencent Holdings operates in the industry of Banking.,0
JPMorgan Chase has headquarters in South Korea.,0
"China Citic Bank is a commercial bank, which engages in the provision of corporate and personal banking services..",1
Fubon Financial engages in the provision of financial services..,1
The Home Depot engages in the provision of banking and financial services..,0
Airbus Group operates in the industry of Construction.,0
Itau Unibanco Holding operates in the industry of Banking.,0
VINCI operates in the industry of construction.,1
American International Group engages in the provision of banking and financial services..,0
Mercedes-Benz Group engages in the provision of gas and oil businesses..,0
"MetLife engages in the exploration, mining, and processing of mineral resources..",0
Hitachi engages in the manufacture and sale of electrical equipment..,1
Total has headquarters in Italy.,0
Walmart engages in retail and wholesale business..,1
China Vanke has headquarters in China.,1
"Credit Agricole engages in shipping, energy, transportation, offshore drilling, and retail activities..",0
Coca-Cola operates in the industry of Technology Hardware & Equipment.,0
Zurich Insurance operates in the industry of Banking.,0
Toronto-Dominion Bank operates in the industry of Retailing.,0
RBC has headquarters in United States.,0
Anglo American operates in the industry of Diversified Financials.,0
China Telecom has headquarters in United States.,0
BBVA operates in the industry of Banking.,0
Nestle has headquarters in Switzerland.,1
"Coca-Cola is a nonalcoholic beverage company that engages in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks..",1
Chubb is a financial services company that engages in the provision of financial protection and wealth management products and services..,0
Walgreens operates in the industry of IT Software & Services.,0
PepsiCo operates in the industry of Consumer Durables.,0
Citigroup operates in the industry of Consumer Durables.,0
Wells Fargo engages in the provision of banking and financial services..,0
"FedEx engages in the provision of communication, information and entertainment solutions..",0
Siemens has headquarters in Germany.,1
Mercedes-Benz Group has headquarters in United States.,0
Mizuho Financial operates in the industry of Conglomerates.,0
Procter & Gamble provides insurance and financial services to individual and institutional customers..,0
Agricultural Bank of China operates in the industry of banking.,1
Enbridge has headquarters in Canada.,1
Citigroup has headquarters in Germany.,0
CVS Health has headquarters in Mexico.,0
Shanghai Pudong Development Bank has headquarters in United States.,0
Mizuho Financial has headquarters in United States.,0
China Construction Bank operates in the industry of Consumer Durables.,0
"Samsung Group engages in the provision of banking and financial services, including commercial banking and treasury operations..",0
"HDFC Bank engages in the provision of banking and financial services, including commercial banking and treasury operations..",1
SK Hynix has headquarters in Japan.,0
"PNC Financial Services engages in the provision of communication, information and entertainment solutions..",0
"Broadcom is a global technology company, which designs, develops and supplies semiconductor and infrastructure software solutions..",1
Total operates in the industry of oil & gas operations.,1
Itochu engages in business of product trading and business investment activities..,1
Univlever operates in the industry of household & personal products.,1
BASF operates in the industry of chemicals.,1
Citigroup operates in the industry of diversified financials.,1
Prudential Financial operates in the industry of Trading Companies.,0
Duke Energy engages in distribution of natural gas and energy related services..,1
Tencent Holdings operates in the industry of it software & services.,1
Alibaba Group operates in the industry of retailing.,1
The Home Depot has headquarters in United Kingdom.,0
Banco Bradesco has headquarters in Brazil.,1
Itau Unibanco Holding provides financial products and services to individual and corporate clients in Brazil and abroad..,1
American Express operates in the industry of diversified financials.,1
Costco Wholesale operates in the industry of retailing.,1
ArcelorMittal operates in the industry of materials.,1
State Bank of India operates in the industry of banking.,1
Sumitomo Mitsui Financial operates in the industry of banking.,1
Cisco Systems has headquarters in United States.,1
AIA Group operates in the industry of Diversified Financials.,0
Cigna Corporation engages in the provision of global health services..,1
Vale operates in the industry of Retailing.,0
CITIC operates in the industry of trading companies.,1
"United Parcel Service engages in the exploration, production, refining, marketing and distribution of oil..",0
Intesa Sanpaolo has headquarters in Italy.,1
"ENGIE operates as a holding company which engages in the provision of financial services such as banking, trust banking, securities, and other businesses..",0
Caterpillar has headquarters in China.,0
State Bank of India engages in the provision of commercial banking services..,1
"Caterpillar engages in the manufacture of construction and mining equipment, diesel and natural gas engines, industrial gas turbines and diesel-electric locomotives..",1
Honeywell has headquarters in United States.,1
Walmart has headquarters in United States.,1
China Petroleum & Chemical operates in the industry of oil & gas operations.,1
Canadian Imperial Bank of Commerce has headquarters in Canada.,1
E.ON operates in the industry of utilities.,1
"PetroChina engages in the petroleum related products, services and activities..",1
Alphabet operates in the industry of Construction.,0
Hyundai Motor operates in the industry of Transportation.,0
MetLife has headquarters in Germany.,0
Johnson & Johnson has headquarters in China.,0
"Barclays engages in the manufacture, marketing, distribution and sale of beverages, food, and snacks..",0
GlaxoSmithKline has headquarters in United Kingdom.,1
Johnson & Johnson operates in the industry of Technology Hardware & Equipment.,0
China Petroleum & Chemical has headquarters in Germany.,0
Linde operates in the industry of chemicals.,1
Munich Reinsurance operates in the industry of insurance.,1
Siemens has headquarters in Australia.,0
Generali Group has headquarters in Taiwan.,0
E.ON engages in the manufacture and distribution of motor vehicles and parts..,0
Alibaba Group has headquarters in France.,0
Sberbank engages in the provision of healthcare services..,0
BHP Group operates as a holding company that engages in the management of its group companies..,0
Industrial Bank operates in the industry of Retailing.,0
Charles Schwab Corporation has headquarters in Switzerland.,0
GlaxoSmithKline has headquarters in United States.,0
Poly Developments & Holdings Group operates in the industry of Banking.,0
Honeywell has headquarters in Brazil.,0
Procter & Gamble operates in the industry of household & personal products.,1
Deere & Company operates in the industry of Retailing.,0
Public Joint Stock Company Gazprom has headquarters in Taiwan.,0
China Shenhua Energy engages in the production and sale of coal and electricity..,1
LVMH Moet Hennessy Louis Vuitton has headquarters in China.,0
Anglo American operates in the industry of materials.,1
Wells Fargo operates in the industry of banking.,1
Target has headquarters in United States.,1
Tesla operates in the industry of consumer durables.,1
SAP engages in the manufacture and sale of automobiles and motorcycles..,0
Chubb operates in the industry of insurance.,1
The Home Depot has headquarters in United States.,1
Dow operates in the industry of chemicals.,1
Abbott Laboratories has headquarters in Japan.,0
China Life Insurance has headquarters in China.,1
Ford Motor operates in the industry of Banking.,0
Allianz operates in the industry of insurance.,1
"Microsoft engages in the development and support of software, services, devices, and solutions..",1
"SoftBank engages in hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and telecommunications..",0
Credit Agricole has headquarters in France.,1
Accenture has headquarters in United States.,0
Lowe's has headquarters in United States.,1
Deutsche Post has headquarters in Mexico.,0
"Industrial Bank engages in the provision of corporate and personal banking services, financial lease, assets custody services and conducting treasury business..",1
RBC operates in the industry of Construction.,0
China Mobile operates as an investment holding company..,1
Bank of Communications operates in the industry of Oil & Gas Operations.,0
"British American Tobacco provides life, hospital and medical insurance plans..",0
HDFC Bank operates in the industry of Banking.,0
Ping An Insurance (Group) Company of China operates in the industry of Technology Hardware & Equipment.,0
"Charles Schwab Corporation engages in the production and marketing of consumer goods in the nutrition, hygiene, and personal care categories..",0
"Iberdrola is a holding company that engages in the generation, distribution, trading and marketing of electricity..",1
Equinor has headquarters in United States.,0
Fubon Financial operates in the industry of insurance.,1
Sony has headquarters in Japan.,1
Credit Agricole operates in the industry of banking.,1
"Reliance Industries is a holding company that engages in the generation, distribution, trading and marketing of electricity..",0
Chevron has headquarters in Canada.,0
Deutsche Telekom has headquarters in Germany.,1
Sanofi is a financial services company that engages in the provision of financial protection and wealth management products and services..,0
Procter & Gamble has headquarters in United States.,1
"Itochu engages in oil and gas exploration, production, and distribution activities..",0
Micron Technology operates in the industry of semiconductors.,1
Dow has headquarters in United States.,1
Westpac Banking engages in the provision of banking and financial services..,1
Banco Bradesco engages in the provision of financial and insurance services..,1
"Comcast operates as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management..",0
Walgreens has headquarters in United States.,1
Shanghai Pudong Development Bank provides banking and financial services..,1
Toronto-Dominion Bank operates in the industry of banking.,1
Ford Motor operates in the industry of consumer durables.,1
CITIC engages in the provision of insurance and investment advisory services..,0
"ConocoPhillips engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis..",1
Generali Group operates in the industry of Consumer Durables.,0
E.ON has headquarters in United States.,0
IBM operates in the industry of Oil & Gas Operations.,0
Verizon Communications operates in the industry of Banking.,0
Taiwan Semiconductor Manufacturing Company operates in the industry of semiconductors.,1
Allianz has headquarters in France.,0
Walgreens engages in the provision of drug store services..,1
"AbbVie (ABBV) is a research-based biopharmaceutical company, which engages in the development and sale of pharmaceutical products..",1
Hitachi has headquarters in Canada.,0
Danaher operates in the industry of conglomerates.,1
Nestle operates in the industry of Retailing.,0
Bayerische Motoren Werke (BMW) operates in the industry of consumer durables.,1
Thermo Fisher Scientific has headquarters in United States.,1
Procter & Gamble engages in the provision of branded consumer packaged goods..,1
Raytheon Technologies has headquarters in Hong Kong.,0
"Capital One engages in the provision of aerospace and defense systems and services for commercial, military and government customers..",0
Visa engages in the manufacturing and selling of electronics and computer peripherals..,0
Raytheon Technologies operates in the industry of aerospace & defense.,1
American Express engages in owning and operating of general merchandise stores..,0
"Johnson & Johnson is a holding company that engages in the research and development, manufacture and sale of products in the healthcare field..",1
"Petrobras engages in oil and gas exploration, production, and distribution activities..",1
Dell Technologies has headquarters in United States.,1
AT&T operates in the industry of Telecommunications Services.,0
Shanghai Pudong Development Bank has headquarters in China.,1
Anthem has headquarters in United States.,1
Broadcom has headquarters in South Korea.,0
Anheuser-Busch InBev has headquarters in United States.,0
Pfizer operates in the industry of drugs & biotechnology.,1
Westpac Banking operates in the industry of Banking.,0
ANZ has headquarters in United States.,0
"Stellantis engages in the design, engineering, manufacturing, distribution and sale of automobiles and light commercial vehicles, engines, transmission systems, automotive-related components, metallurgical products and production systems..",1
"Deere & Company engages in the manufacturing and distribution of equipment used in agriculture, construction, forestry, and turf care..",1
Bank of China operates in the industry of banking.,1
Sony has headquarters in United States.,0
ANZ has headquarters in Australia.,1
Medtronic has headquarters in United States.,0
"Apple engages in the design, manufacture, and sale of smartphones, personal computers, tablets, wearables and accessories, and other variety of related services..",1
American International Group has headquarters in Ireland.,0
Taiwan Semiconductor Manufacturing Company has headquarters in Taiwan.,1
ENGIE operates in the industry of Materials.,0
Micron Technology has headquarters in United States.,1
Dow operates in the industry of Diversified Financials.,0
CNOOC has headquarters in United States.,0
SAP has headquarters in Germany.,1
Chubb has headquarters in Switzerland.,1
China Mobile operates in the industry of Banking.,0
Taiwan Semiconductor Manufacturing Company has headquarters in United Kingdom.,0
"Hyundai Motor engages in the exploration, development, production, and processing of iron ore, metallurgical coal, and copper..",0
American International Group has headquarters in United States.,1
Tencent Holdings has headquarters in France.,0
"ANZ is a diversified, community-based financial services company..",0
Exxon Mobil operates in the industry of oil & gas operations.,1
MetLife has headquarters in United States.,1
Meta Platforms operates in the industry of Consumer Durables.,0
Comcast has headquarters in United States.,1
Intel operates in the industry of semiconductors.,1
PetroChina has headquarters in Brazil.,0
Cathay Financial has headquarters in Taiwan.,1
Electricite de France operates in the industry of Construction.,0
Verizon Communications has headquarters in Japan.,0
Prudential Financial has headquarters in Belgium.,0
Manulife operates in the industry of Telecommunications Services.,0
Sumitomo Mitsui Financial is a holding company that engages in the management of its subsidiaries that provide financial services..,1
China Vanke operates in the industry of Telecommunications Services.,0
AXA has headquarters in United States.,0
Hon Hai Precision operates in the industry of technology hardware & equipment.,1
Saudi Arabian Oil Company (Saudi Aramco) operates in the industry of Banking.,0
ArcelorMittal has headquarters in Luxembourg.,1
Micron Technology operates in the industry of Conglomerates.,0
Apple operates in the industry of technology.,1
Comcast operates in the industry of media.,1
Novartis operates in the industry of drugs & biotechnology.,1
Enbridge has headquarters in United States.,0
Banco Bradesco operates in the industry of banking.,1
Apple has headquarters in France.,0
China Vanke operates in the industry of construction.,1
"UnitedHealth Group engages in the exploration, development, production, and processing of iron ore, metallurgical coal, and copper..",0
Rosneft has headquarters in Japan.,0
Bayerische Motoren Werke (BMW) has headquarters in Germany.,1
LVMH Moet Hennessy Louis Vuitton operates in the industry of household & personal products.,1
BNP Paribas engages in the provision of banking and financial services..,1
KDDI has headquarters in Switzerland.,0
Alibaba Group has headquarters in China.,1
Electricite de France operates in the industry of utilities.,1
KDDI operates in the industry of Banking.,0
"Zurich Insurance is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries..",0
ENGIE has headquarters in India.,0
Linde has headquarters in United States.,0
Charter Communications operates in the industry of Technology Hardware & Equipment.,0
Anglo American has headquarters in United Kingdom.,1
Honda Motor has headquarters in United States.,0
Sumitomo Mitsui Financial has headquarters in United States.,0
"BHP Group engages in the exploration, development, production, and processing of iron ore, metallurgical coal, and copper..",1
Amazon.com has headquarters in United States.,1
PNC Financial Services has headquarters in United States.,1
Alphabet has headquarters in Ireland.,0
BASF engages in the provision of chemical products..,1
"GlaxoSmithKline is a healthcare company that engages in the research, development and manufacture of pharmaceutical medicines, vaccines and consumer healthcare products..",1
"Novartis is a holding company, which engages in the development, manufacture, and marketing of healthcare products..",1
Moller - Maersk has headquarters in Denmark.,1
China State Construction Engineering operates in the industry of construction.,1
BNP Paribas has headquarters in Canada.,0
Toyota Motor operates in the industry of consumer durables.,1
Saudi Arabian Oil Company (Saudi Aramco) has headquarters in Saudi Arabia.,1
SoftBank has headquarters in Japan.,1
Apple operates in the industry of Banking.,0
"Equinor engages in the exploration, production, transport, refining, and marketing of petroleum and petroleum-derived products..",1
Deutsche Telekom operates in the industry of telecommunications services.,1
U.S. Bancorp operates in the industry of banking.,1
Mitsubishi UFJ Financial Group has headquarters in Japan.,1
Glencore is an investment company that engages in the provision of value-added services and online advertising services..,0
"Bristol Myers Squibb is a research-based biopharmaceutical company, which engages in the development and sale of pharmaceutical products..",0
BNP Paribas operates in the industry of banking.,1
"Lockheed Martin is a healthcare company that engages in the research, development and manufacture of pharmaceutical medicines, vaccines and consumer healthcare products..",0
Stellantis has headquarters in Netherlands.,1
Ford Motor has headquarters in Germany.,0
"CVS Health is a holding company, which engages in the provision of information technology hardware, software, and service solutions through its subsidiaries..",0
Moller - Maersk operates in the industry of transportation.,1
PNC Financial Services operates in the industry of United States.,0
China State Construction Engineering is a holding company that engages in the provision of financial products and services..,0
China Mobile has headquarters in Japan.,0
Linde operates in the industry of Transportation.,0
Mitsubishi UFJ Financial Group has headquarters in Saudi Arabia.,0
"Eni engages in the provision of financial products and services, including personal, commercial, corporate, and investment banking..",0
ANZ operates in the industry of banking.,1
Electricite de France engages in the retail sale of home improvement products..,0
"Bristol Myers Squibb engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products..",1
"Total produces and markets fuels, natural gas and low-carbon electricity..",1
American Express operates in the industry of Telecommunications Services.,0
Westpac Banking operates in the industry of banking.,1
"Abbott Laboratories engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products..",1
Thermo Fisher Scientific operates in the industry of healthcare equipment & services.,1
Microsoft operates in the industry of Diversified Financials.,0
"IBM is an information technology company, which provides integrated solutions that leverage information technology and knowledge of business processes..",1
China Mobile operates in the industry of telecommunications services.,1
China Shenhua Energy operates in the industry of materials.,1
"Poly Developments & Holdings Group engages in global investment banking, securities and investment management, which provides financial services..",0
Banco Bradesco operates in the industry of Media.,0
Charles Schwab Corporation operates in the industry of Insurance.,0
National Australia Bank operates in the industry of banking.,1
Rio Tinto has headquarters in United States.,0
Meta Platforms operates as a social networking company worldwide..,1
Manulife British American Tobacco Acts as a financing subsidiary/special purpose entity..,0
Mitsubishi operates in the industry of Banking.,0
SAP has headquarters in Saudi Arabia.,0
Saudi Arabian Oil Company (Saudi Aramco) has headquarters in United Kingdom.,0
Nippon Telegraph & Telephone has headquarters in Canada.,0
"Verizon Communications is a holding company that engages in the provision of communications, information and entertainment products and services to consumers, businesses and governmental agencies..",1
Bank of Montreal operates in the industry of Banking.,0
"Merck & Co. is a diversified, community-based financial services company..",0
SK Hynix has headquarters in South Korea.,1
Deutsche Post has headquarters in Germany.,1
"Merck & Co. engages in the provision of health solutions through its prescription medicines, vaccines, biologic therapies, animal health, and consumer care products..",1
America Movil operates in the industry of telecommunications services.,1
Cathay Financial engages in the provision of products and services that address all aspects of corporate information technology environments..,0
Lowe's engages in the retail sale of home improvement products..,1
Deutsche Post engages in the provision of corporate and personal banking services..,0
Abbott Laboratories engages in distribution of natural gas and energy related services..,0
AXA operates in the industry of Banking.,0
Agricultural Bank of China has headquarters in Japan.,0
Novartis has headquarters in China.,0
Duke Energy operates in the industry of utilities.,1
American Express has headquarters in United States.,1
"Tokio Marine Holdings is an investment holding company, which engages in the provision of life insurance..",0
Hyundai Motor has headquarters in South Korea.,1
Microsoft operates in the industry of it software & services.,1
"FedEx is a holding company, which engages in the provision of a portfolio of transportation, e-commerce, and business services..",1
"Accenture engages in the provision of management consulting, technology, and outsourcing services..",1
Costco Wholesale engages in the operation of membership warehouses..,1
"Poly Developments & Holdings Group engages in property development, commodity residential building distribution, and property management..",1
Berkshire Hathaway has headquarters in United States.,1
Duke Energy has headquarters in Denmark.,0
Bayerische Motoren Werke (BMW) engages in the manufacture and sale of automobiles and motorcycles..,1
"Anglo American is a mining company, which engages in the exploration and mining of precious base metals and ferrous metals..",1
Linde has headquarters in United Kingdom.,1
BNP Paribas operates in the industry of Insurance.,0
Costco Wholesale operates in the industry of Banking.,0
Sberbank operates in the industry of Insurance.,0
"Electricite de France engages in power generation, transmission, distribution, supply and trading activities..",1
"Bank of Montreal engages in the manufacturing and distribution of equipment used in agriculture, construction, forestry, and turf care..",0
Commonwealth Bank of Australia has headquarters in South Korea.,0
Oracle has headquarters in United States.,1
"PepsiCo engages in the provision of banking and financial services, including commercial banking and treasury operations..",0
ENGIE has headquarters in France.,1
China Vanke engages in the development and sale of properties..,1
"Ford Motor engages in the manufacture, distribution and sale of automobiles..",1
Sberbank operates in the industry of banking.,1
BHP Group has headquarters in South Korea.,0
Deutsche Post engages in the provision of mail and logistics services..,1
Honda Motor has headquarters in Japan.,1
"Intel engages in the design, manufacture and sale of computer products and technologies..",1
LVMH Moet Hennessy Louis Vuitton has headquarters in France.,1
Danaher has headquarters in United States.,1
SoftBank operates in the industry of telecommunications services.,1
Charter Communications provides banking and financial services..,0
Comcast has headquarters in Spain.,0
Bristol Myers Squibb operates in the industry of drugs & biotechnology.,1
Bayerische Motoren Werke (BMW) has headquarters in United States.,0
Medtronic operates in the industry of Technology.,0
China Vanke has headquarters in France.,0
